Source,Target,Weight,Book,vader
valmiki,rama,1,1,0.8172
kaikeyi,lakshman,1,2,0.8658
janak,rohini,1,2,0.9168
rohini,rama,1,2,0.3919
sringavera,ganga,1,2,0.5106
bharadvaja,chitrakuta,3,2,0.4381333333333333
bharadvaja,rama,1,2,0.5106
bharadvaja,lakshman,1,2,0.5106
chitrakuta,rama,3,2,0.5106
chitrakuta,lakshman,3,2,0.5106
ayodhya,rama,4,2,0.45405
dandaka,agastya,1,2,0.8591
indra,rama,3,2,0.7587333333333334
indra,surpanakha,1,2,0.9118
dushan,rama,1,2,-0.899
maricha,ravan,3,2,-0.5267
ravan,rama,9,2,-0.3520666666666667
sita,kabandha,2,2,0.0
pampa,hanuman,1,2,0.9153
pampa,wind-god,1,2,0.9153
hanuman,wind-god,1,2,0.2263
sugriva,bali,20,2,-0.4952
bali,rama,4,2,-0.8481
kishkindha,bali,1,2,-0.7506
kishkindha,sugriva,1,2,-0.7506
nala,lanka,2,2,0.24695
nala,rama,1,2,0.4939
nala,ravan,2,2,0.24695
nala,vibhishan,2,2,0.24695
lanka,rama,1,2,0.4939
lanka,ravan,1,2,0.4939
lanka,vibhishan,1,2,0.4939
lanka,sita,1,2,0.4939
vibhishan,sita,1,2,-0.631
nandigrama,ayodhya,1,2,0.7783
brahma,rama,1,2,0.7506
valmiki,ganga,5,2,0.0
rama,narad,2,2,0.9042
sita,rama,6,2,0.0929
raghu,rama,5,2,0.7983399999999999
visvamitra,janak,1,2,0.5719
guha,ganga,1,2,0.6486
guha,bharadvaja,1,2,0.6486
ganga,bharadvaja,1,2,0.6486
ganga,chitrakuta,1,2,0.6486
bharadvaja,bharat,2,2,0.4019
chitrakuta,bharat,1,2,0.5106
bharat,rama,3,2,0.7578999999999999
nandigrama,rama,1,2,0.4404
nandigrama,dandak,1,2,0.4404
nandigrama,anasuya,1,2,0.4404
nandigrama,sarabhanga,1,2,0.4404
dandak,anasuya,1,2,0.4404
dandak,sarabhanga,1,2,0.4404
dandak,indra,1,2,0.4404
anasuya,sarabhanga,1,2,0.765
anasuya,indra,1,2,0.765
anasuya,agastya,1,2,0.765
sarabhanga,indra,1,2,0.765
sarabhanga,agastya,1,2,0.765
sarabhanga,rama,1,2,0.765
sarabhanga,viradha,1,2,0.765
indra,agastya,1,2,0.765
indra,viradha,1,2,0.765
indra,panchavata,1,2,0.765
agastya,rama,1,2,0.6486
agastya,viradha,1,2,0.6486
agastya,panchavata,1,2,0.6486
agastya,surpanakha,1,2,0.6486
viradha,panchavata,1,2,-0.3182
viradha,surpanakha,1,2,-0.3182
viradha,trisira,1,2,-0.3182
viradha,khara,1,2,-0.3182
viradha,ravan,1,2,-0.3182
panchavata,surpanakha,1,2,-0.7916
panchavata,trisira,1,2,-0.7916
panchavata,khara,1,2,-0.7916
panchavata,ravan,1,2,-0.7916
panchavata,maricha,1,2,-0.7916
surpanakha,trisira,1,2,-0.8393
surpanakha,khara,1,2,-0.8393
surpanakha,ravan,1,2,-0.8393
surpanakha,maricha,1,2,-0.8393
trisira,khara,1,2,-0.9369
trisira,ravan,1,2,-0.9369
trisira,maricha,1,2,-0.9369
trisira,rama,1,2,-0.9369
khara,ravan,1,2,-0.953
khara,maricha,1,2,-0.953
khara,rama,1,2,-0.953
ravan,maricha,3,2,-0.953
ravan,vulture-king,3,2,-0.953
maricha,rama,2,2,-0.953
maricha,vulture-king,1,2,-0.953
vulture-king,rama,1,2,0.0
vulture-king,kabandha,1,2,0.0
vulture-king,pampa,1,2,0.0
kabandha,pampa,1,2,0.0
kabandha,raghu,1,2,0.0
pampa,raghu,2,2,-0.6124
bali,tara,2,2,-0.6808
tara,raghu,1,2,-0.5106
sampati,hanuman,1,2,0.7003
sampati,mainaka,1,2,0.7003
hanuman,mainaka,5,2,-0.52952
hanuman,lanka,7,2,-0.3204000000000001
mainaka,lanka,1,2,-0.25
asoka,rama,1,2,0.34
asoka,sita,1,2,0.34
vibhishan,ravan,4,2,-0.7269
vibhishan,kumbhakarna,3,2,-0.7269
vibhishan,meghanada,3,2,-0.7571333333333333
kumbhakarna,meghanada,1,2,-0.7269
kumbhakarna,ravan,1,2,-0.7269
kumbhakarna,sita,1,2,-0.7269
meghanada,ravan,1,2,-0.8176
meghanada,sita,1,2,-0.8176
meghanada,pushpak,1,2,-0.8176
pushpak,brahma,1,2,0.4588
pushpak,sita,1,2,0.4588
pushpak,bharadvaja,1,2,0.4588
brahma,sita,1,2,0.4588
brahma,bharadvaja,1,2,0.4588
brahma,wind-god,1,2,0.4588
wind-god,bharat,1,2,0.0
wind-god,rama,2,2,0.0
valmiki,rama,1,2,0.0
sita,ravan,1,2,0.936
indra,manu,4,2,0.6486
ayodhya,dasaratha,4,2,0.4414
dasaratha,indra,2,2,0.75335
dhrishti,siddharth,1,2,0.25
dhrishti,arthasadhak,1,2,0.25
dhrishti,dharmapal,1,2,0.25
dhrishti,asok,1,2,0.25
siddharth,arthasadhak,1,2,0.8519
siddharth,dharmapal,1,2,0.8519
siddharth,asok,1,2,0.8519
arthasadhak,dharmapal,1,2,0.8519
arthasadhak,asok,1,2,0.8519
dharmapal,asok,1,2,0.7579
vasishtha,sumantra,5,2,0.5059199999999999
kasyap,vibhandak,1,2,0.0
kasyap,rishyasring,1,2,0.0
santa,dasaratha,10,2,0.5863800000000001
rishyasring,dasaratha,3,2,0.9231000000000001
sumantra,dasaratha,1,2,0.7184
sumantra,vasishtha,1,2,0.7184
vasishtha,vamadeva,2,2,0.6705
vasishtha,kasyap,2,2,0.6705
vasishtha,dasaratha,2,2,0.6705
vamadeva,kasyap,2,2,0.78505
vamadeva,dasaratha,1,2,0.8271
kasyap,dasaratha,1,2,0.9001
sarju,rishyasring,1,2,0.6249
dasaratha,rishyasring,1,2,0.5574
kausalya,rishyasring,1,2,0.802
chatushtom,ukthya,1,2,0.0
chatushtom,atiratra,1,2,0.0
ukthya,atiratra,1,2,0.0
ukthya,aptoryam,1,2,0.0
atiratra,aptoryam,1,2,0.0
aptoryam,abhijit,1,2,0.3612
aptoryam,visvajit,1,2,0.3612
abhijit,visvajit,1,2,0.3612
abhijit,jyotishtom,1,2,0.3612
visvajit,jyotishtom,1,2,0.3612
ravan,kuvera,4,2,-0.6124
madhu,ravan,1,2,-0.5859
kausalya,sumitra,1,2,0.7543
sumitra,kaikeyi,2,2,0.5923499999999999
indra,sugriva,2,2,0.4019
indra,tara,2,2,0.4019
sugriva,tara,1,2,0.7783
sugriva,gandhamadan,1,2,0.7783
tara,gandhamadan,1,2,0.8555
tara,nala,1,2,0.8555
gandhamadan,nala,1,2,0.9246
gandhamadan,nila,1,2,0.9246
nala,nila,1,2,0.91
dwivida,mainda,1,2,0.8885
vasishtha,santa,1,2,0.3182
sumitra,santa,2,2,0.6808
chaitra,aditi,1,2,0.7906
ravan,vishnu,1,2,0.25
ravan,kaikeyi,1,2,0.25
vishnu,kaikeyi,5,2,0.7931199999999999
vishnu,bharat,6,2,0.75385
kaikeyi,bharat,2,2,0.7717
kaikeyi,sumitra,2,2,0.7717
bharat,sumitra,3,2,0.7003
bharat,lakshman,7,2,0.7519
sumitra,lakshman,3,2,0.8271000000000001
sumitra,vishnu,3,2,0.8271000000000001
lakshman,vishnu,4,2,0.7906
satrughna,bharat,1,2,0.9732
indra,brahma,2,2,0.18489999999999998
rama,raghu,9,2,0.7162222222222222
pulastya,ravan,1,2,0.4215
maricha,suvahu,2,2,-0.4019
sunda,upasunda,1,2,0.0
sunda,maricha,2,2,-0.4329
sunda,suvahu,1,2,0.0
upasunda,maricha,1,2,0.2732
upasunda,suvahu,1,2,0.2732
ikshvaku,raghu,3,2,0.8309333333333333
krisasva,daksha,1,2,0.926
krisasva,jaya,1,2,0.926
daksha,jaya,1,2,0.9516
vasishtha,rama,7,2,0.9162857142857145
vasishtha,lakshman,5,2,0.9118400000000001
rama,lakshman,9,2,0.5641555555555556
kusik,rama,2,2,0.83775
kusik,lakshman,1,2,0.7845
kusik,visvamitra,1,2,0.7845
kusik,wind-god,1,2,0.7845
visvamitra,wind-god,1,2,0.9042
siva,sarju,1,2,0.3182
sarju,rama,2,2,0.5106
visvamitra,sarju,1,2,0.4767
sarju,ganga,1,2,0.0
kailasa,brahma,1,2,0.0516
brahma,sarju,4,2,0.47755000000000003
brahma,ayodhya,3,2,0.3589333333333333
sarju,ayodhya,3,2,0.5714
ganga,raghu,1,2,0.34
malaja,indra,1,2,-0.1779
visvamitra,raghu,3,2,0.6172
tadaka,brahma,2,2,0.3804
virochan,kavya,1,2,-0.8225
virochan,bhrigu,1,2,-0.8225
kavya,bhrigu,1,2,0.8885
kavya,indra,1,2,0.8885
kavya,vishnu,1,2,0.8885
bhrigu,indra,1,2,0.8885
bhrigu,vishnu,1,2,0.8885
indra,vishnu,2,2,0.31589999999999996
dasaratha,visvamitra,1,2,0.7906
dasaratha,tadaka,1,2,0.7906
visvamitra,tadaka,1,2,0.7506
vishnu,indra,2,2,-0.1012
vishnu,siva,2,2,-0.1012
indra,siva,1,2,0.0516
siva,brahma,2,2,-0.4588
varun,siva,1,2,0.5719
raghu,krisasva,3,2,0.8302333333333335
bali,virochan,5,2,0.9000999999999999
bali,indra,5,2,0.9000999999999999
virochan,indra,3,2,0.9001
suvahu,wind-god,1,2,-0.6486
indra,visvamitra,1,2,0.9371
visvamitra,rama,1,2,0.4588
visvamitra,mithila,1,2,0.4588
rama,mithila,3,2,0.45879999999999993
ganga,himalaya,1,2,0.0
brahma,kusa,1,2,0.8834
kausambi,mahodaya,1,2,0.7096
kausambi,amurtarajas,1,2,0.7096
kausambi,dharmaranya,1,2,0.7096
mahodaya,amurtarajas,1,2,0.4215
mahodaya,dharmaranya,1,2,0.4215
mahodaya,girivraja,1,2,0.4215
amurtarajas,dharmaranya,1,2,0.4215
amurtarajas,girivraja,1,2,0.4215
dharmaranya,girivraja,1,2,0.3182
kampili,indra,1,2,0.8442
kampili,kusanabha,1,2,0.8442
indra,kusanabha,5,2,0.7470600000000001
brahmadatta,wind-god,1,2,0.9571
brahmadatta,kusanabha,1,2,0.9571
brahma,kusanabha,3,2,0.7003
kusanabha,gadhi,1,2,0.7003
gadhi,brahma,3,2,0.0
kusa,richika,3,2,0.6808
sona,rama,2,2,0.7096
raghu,ganga,1,2,0.4215
himalaya,ganga,4,2,0.889775
himalaya,uma,6,2,0.8868
uma,ganga,3,2,0.8779
rama,ayodhya,1,2,0.0
ayodhya,sagar,1,2,0.5106
sagar,vidarbha,1,2,0.5106
vidarbha,arishtanemi,1,2,0.886
sagar,himalaya,3,2,0.0772
sagar,vindhya,3,2,0.0772
himalaya,vindhya,1,2,0.8074
vindhya,ansuman,1,2,0.7269
ansuman,sagar,1,2,0.222
sagar,ansuman,4,2,0.82485
ansuman,dilipa,3,2,0.2976666666666667
dilipa,himalaya,3,2,0.8126000000000001
bhagirath,dilipa,2,2,-0.298
ikshvaku,bhagirath,2,2,0.7906
bhagirath,vindu,6,2,-0.45880000000000004
vindu,nalini,1,2,0.743
nalini,sita,1,2,0.6808
nalini,sindhu,1,2,0.6808
sita,sindhu,1,2,0.926
sindhu,bhagirath,1,2,0.9201
ganga,bhagirath,7,2,0.27320000000000005
jahnavi,jahnu,1,2,0.6705
ganga,visala,1,2,0.8402
indra,krita,2,2,0.7351
krita,aditi,1,2,0.9132
aditi,kasyap,3,2,0.8996
asurs,mandar,2,2,0.3818
varun,diti,1,2,0.7783
suras,asurs,1,2,0.836
suras,titan,1,2,0.836
kasyap,maricha,3,2,-0.5562
diti,indra,1,2,0.1901
bali,maruts,1,2,0.1027
alambusha,visala,1,2,0.5719
visala,suchandra,2,2,0.8625
somadatta,ikshvaku,1,2,0.7003
somadatta,visala,1,2,0.7003
ikshvaku,visala,1,2,0.8957
mithila,visvamitra,1,2,0.7184
mithila,janak,3,2,0.7073
indra,ahalya,3,2,0.9402
gautam,indra,2,2,-0.34
gautam,rama,4,2,0.9042
gautam,raghu,4,2,0.7975
ahalya,raghu,1,2,-0.0
visvamitra,satananda,2,2,0.0
visala,ahalya,1,2,0.6705
visvamitra,gautam,2,2,0.6249
renuka,bhrigu,1,2,0.6705
renuka,rama,1,2,0.6705
renuka,satananda,1,2,0.6705
bhrigu,rama,1,2,0.6705
bhrigu,satananda,1,2,0.6705
visvamitra,vasishtha,3,2,0.5106
barbars,sakas,1,2,0.0
sakas,haritas,1,2,0.0
haritas,visvamitra,1,2,0.0
himalaya,nagas,1,2,0.4215
nagas,siva,1,2,0.4215
visvamitra,gadhi,1,2,-0.128
varun,rudra,2,2,-0.5574
varun,indra,2,2,-0.5574
rudra,indra,1,2,-0.5574
brahma,varun,2,2,0.0
raghu,vasishtha,1,2,0.9485
vasishtha,trisanku,6,2,0.6267666666666666
visvamitra,trisanku,2,2,-0.128
ayodhya,visvamitra,1,2,-0.8934
kusik,ikshvaku,3,2,0.8488333333333333
trisanku,ikshvaku,4,2,0.8051
ayodhya,ambarisha,1,2,0.0
ayodhya,indra,1,2,0.0
ambarisha,indra,3,2,-0.17556666666666665
bhrigu,richika,1,2,0.0
sunahsepha,visvamitra,2,2,0.128
vishnu,agni,1,2,0.7184
fire-god,indra,1,2,0.9153
fire-god,upendra,1,2,0.9153
fire-god,thousand-eyed,1,2,0.9153
indra,upendra,2,2,0.9432
indra,thousand-eyed,2,2,0.9432
upendra,thousand-eyed,1,2,0.9432
upendra,sunahsepha,1,2,0.9432
thousand-eyed,sunahsepha,1,2,0.9153
kusik,thousand-eyed,3,2,0.743
satananda,kusik,1,2,0.8513
devarat,nimi,1,2,0.6486
nimi,rudra,1,2,0.5106
rudra,daksha,1,2,-0.5423
mithila,siva,2,2,0.6486
sita,ayodhya,1,2,0.5574
kusik,janak,1,2,0.3818
rama,sita,2,2,0.7895
satananda,vamadeva,1,2,0.7506
vamadeva,kausalya,1,2,0.5106
vamadeva,visvamitra,1,2,0.5106
kausalya,visvamitra,1,2,0.8519
vamadeva,markandeya,1,2,0.743
markandeya,kasyap,1,2,0.743
videha,janak,2,2,0.7184
indra,raghu,1,2,0.9544
lakshman,visvamitra,1,2,0.8591
satananda,kusadhwaj,2,2,0.9584
kusadhwaj,pushpak,1,2,0.9729
pushpak,ikshumati,1,2,0.0
indra,sankasya,1,2,0.3818
vishnu,sankasya,1,2,0.6808
sankasya,janak,1,2,0.6808
mithila,satananda,2,2,0.6369
ikshvaku,ayodhya,4,2,0.1027
ikshvaku,sudaman,4,2,0.1027
ayodhya,sudaman,3,2,0.1027
sudaman,raghu,1,2,0.8689
raghu,ayodhya,1,2,0.91
raghu,mithila,1,2,0.91
videha,ikshvaku,2,2,0.7096
videha,vasishtha,2,2,0.7096
vasishtha,visvamitra,1,2,0.6359
brahma,marichi,2,2,0.4419
brahma,kasyap,1,2,0.4419
brahma,vivasvat,1,2,0.4419
marichi,kasyap,3,2,0.44040000000000007
marichi,vivasvat,2,2,0.4404
marichi,manu,2,2,0.4404
kasyap,vivasvat,1,2,0.4404
kasyap,manu,1,2,0.4404
kasyap,ikshvaku,1,2,0.4404
vivasvat,manu,1,2,0.8481
vivasvat,ikshvaku,1,2,0.8481
vivasvat,ayodhya,1,2,0.8481
manu,ikshvaku,1,2,0.891
manu,ayodhya,1,2,0.891
dhruvasandhi,bharat,3,2,0.8625000000000002
dhruvasandhi,asit,4,2,0.8625
bharat,asit,2,2,0.8625
asit,talajanghas,2,2,0.2732
bhrigu,himalaya,1,2,0.2732
sagar,asamanj,1,2,0.7906
sagar,dilipa,1,2,0.7906
sagar,bhagirath,1,2,0.7906
asamanj,ansuman,2,2,0.7906
asamanj,dilipa,1,2,0.7906
asamanj,bhagirath,1,2,0.7906
ansuman,bhagirath,2,2,0.2263
dilipa,bhagirath,1,2,0.128
dilipa,purushadak,1,2,0.128
bhagirath,purushadak,1,2,0.6249
purushadak,kalmashapada,1,2,0.6369
sudarsan,maru,2,2,0.3818
maru,ambarisha,4,2,0.3182
maru,nahush,4,2,0.3182
ambarisha,nahush,6,2,0.7184
ambarisha,nabhag,4,2,0.7184
nahush,nabhag,4,2,0.7184
nabhag,dasaratha,2,2,0.8979
nabhag,rama,2,2,0.8979
dasaratha,rama,2,2,0.4588
dasaratha,ikshvaku,1,2,0.4588
rama,ikshvaku,2,2,0.5574
haryasva,kirtiratha,2,2,0.8834
kirtiratha,mahandhrak,1,2,0.6597
mahandhrak,maharoma,1,2,0.5994
mahandhrak,swarnaroma,1,2,0.5994
maharoma,swarnaroma,1,2,0.8689
sankasya,siva,2,2,-0.2023
sankasya,sita,2,2,-0.2023
siva,sita,1,2,-0.3291
rama,urmila,1,2,0.4404
urmila,lakshman,1,2,0.3612
janak,vasishtha,8,2,0.0625
janak,kusik,2,2,0.25
vasishtha,kusik,2,2,0.7269
vasishtha,ikshvaku,2,2,0.7269
vasishtha,videha,2,2,0.7269
kusik,videha,1,2,0.7269
ikshvaku,videha,2,2,0.9062
bharat,satrughna,3,2,0.8133333333333334
bharat,dasaratha,2,2,0.8957
satrughna,dasaratha,2,2,0.8957
ayodhya,videha,1,2,0.2235
kekaya,bharat,5,2,0.19798
dasaratha,vasishtha,1,2,0.6249
janak,videha,6,2,0.0
janak,ayodhya,6,2,0.0
videha,ayodhya,1,2,0.34
rama,kausalya,1,2,0.836
kausalya,sita,1,2,0.9287
lakshman,urmila,1,2,0.5267
urmila,bharat,1,2,0.5267
srutakirti,raghu,1,2,0.7783
visvamitra,ayodhya,1,2,0.0
ayodhya,janak,2,2,0.5859
mithila,ayodhya,1,2,0.8225
siva,tripura,1,2,-0.8807
siva,vasishtha,1,2,-0.8807
tripura,vasishtha,1,2,-0.7906
thousand-eyed,kasyap,1,2,-0.1027
tripura,vishnu,1,2,0.5267
siva,vishnu,8,2,0.038700000000000005
devarat,videha,1,2,0.4939
richika,vishnu,1,2,-0.8248
richika,arjun,1,2,-0.8248
rama,varun,6,2,0.4215
varun,bhrigu,1,2,-0.1779
bhrigu,ayodhya,2,2,0.0
dasaratha,bhrigu,1,2,0.4588
himalaya,sumitra,1,2,0.8271
himalaya,kaikeyi,1,2,0.8271
urmila,kusadhwaj,1,2,0.9442
yudhajit,kekaya,2,2,0.2263
yudhajit,bharat,2,2,0.2263
kekaya,satrughna,1,2,0.2263
satrughna,yudhajit,1,2,0.8658
lakshman,rama,1,2,0.8316
kausalya,vishnu,1,2,0.7906
kausalya,lakshmi,1,2,0.7906
vishnu,lakshmi,1,2,0.5574
bharat,satrughna,27,3,0.004829629629629607
satrughna,asvapati,2,3,0.9524
varun,indra,1,3,0.9652
rama,indra,9,3,0.4767
kasyap,marichi,1,3,0.34
kasyap,rama,1,3,0.34
marichi,rama,1,3,0.6808
rama,vamadeva,6,3,0.7506
vamadeva,chaitra,1,3,0.8555
chaitra,rama,1,3,0.5574
sumantra,rama,6,3,0.29456666666666664
kailasa,sumantra,1,3,0.1027
raghu,meru,1,3,0.7003
rama,sumantra,30,3,0.03379666666666667
sumitra,lakshman,3,3,0.7963999999999999
sumitra,sita,5,3,0.33336
lakshman,sita,14,3,0.57475
vasishtha,rama,10,3,0.22297999999999996
yayati,vasishtha,1,3,0.7783
yayati,rama,1,3,0.7783
yayati,videhan,1,3,0.7783
videhan,rama,1,3,0.9393
dasaratha,indra,1,3,0.9633
videhan,vishnu,1,3,0.6908
ayodhya,rama,18,3,0.021638888888888888
ikshvaku,rama,2,3,0.31684999999999997
manthara,ayodhya,1,3,0.7506
pushya,rama,2,3,-0.05794999999999999
